NCVOG_gene	ARG085	Burma_1F	CCIBt4013	CIRM-AVA-1-Amber	CIRM-AVA-1-Meiospore	CIRM-AVA-1-Orange	California_12	JEL0065	JEL0095	JEL0112	JEL0117	JEL0120	JEL0129	JEL0176	JEL0318	JEL0345	JEL0379	JEL0388	JEL0389	JEL0407	JEL0476	JEL0513	JEL0522	JEL0563	JEL0566	JEL0567	JEL0680	JEL0695	JEL0708	JEL0728	JEL0729	JEL0754	JEL0764	JEL0774	JEL0797	JEL0801	JEL0829	JEL0837	JEL0838	JEL0842	JEL0847	JEL0866	JEL0888	JEL0916	JEL0917	KLL_TL_06062013	PLAUS21	WJD170
NCVOG0451	5.6e-55 (82 hits)	3.3e-30 (21 hits)	4.1e-256 (667 hits)	2.2e-14 (10 hits)	4.7e-13 (3 hits)	3.1e-10 (1 hits)	1.7e-21 (21 hits)	1e-111 (516 hits)	4.2e-106 (56 hits)	4e-182 (157 hits)	1.7e-142 (296 hits)	1.1e-24 (1 hits)	3.5e-219 (186 hits)	3e-53 (85 hits)	5.3e-47 (102 hits)	3.8e-55 (68 hits)	2.1e-55 (30 hits)	2e-115 (600 hits)	2.7e-104 (61 hits)	1.1e-64 (149 hits)	7e-64 (22 hits)	5.8e-109 (163 hits)	1.4e-62 (31 hits)	4.8e-49 (19 hits)	1.1e-48 (40 hits)	9.9e-76 (36 hits)	1.2e-52 (49 hits)	4.3e-86 (283 hits)	1.7e-262 (47 hits)	1.5e-118 (232 hits)	2.8e-109 (94 hits)	1.4e-172 (700 hits)	1e-101 (447 hits)	1.2e-61 (145 hits)	5.5e-79 (65 hits)	1.6e-155 (749 hits)	1.2e-49 (52 hits)	1.9e-30 (1 hits)	2.1e-107 (222 hits)	3.9e-54 (133 hits)	7.2e-84 (190 hits)	2e-103 (183 hits)	5.2e-51 (288 hits)	2.4e-147 (161 hits)	8.9e-130 (236 hits)	8.6e-70 (117 hits)	1.2e-141 (228 hits)	1.2e-138 (537 hits)
NCVOG0465																																				1.2e-09 (5 hits)												
NCVOG0480				2.2e-09 (1 hits)																																												
NCVOG0483				4.5e-18 (2 hits)																																												
NCVOG0486	2e-27 (4 hits)	3.1e-82 (2 hits)	1e-78 (5 hits)	1.6e-58 (5 hits)	2.8e-53 (3 hits)	2.9e-15 (2 hits)	8.7e-83 (5 hits)	9.4e-32 (4 hits)	2.5e-57 (3 hits)	8.1e-33 (3 hits)	5.7e-38 (4 hits)		8.5e-33 (3 hits)	7.7e-26 (5 hits)	4.7e-64 (3 hits)	2.3e-14 (2 hits)	4.8e-61 (2 hits)	2.2e-59 (3 hits)	1.1e-61 (2 hits)	6.2e-46 (3 hits)	2.8e-19 (3 hits)	2e-38 (4 hits)	2.2e-19 (3 hits)	6.1e-62 (2 hits)	1.5e-55 (3 hits)	5.9e-73 (3 hits)	1.2e-44 (6 hits)	2.2e-50 (10 hits)	1e-63 (3 hits)	4.2e-37 (8 hits)	7.3e-60 (5 hits)	3.3e-63 (2 hits)	9.7e-63 (3 hits)	1.2e-36 (2 hits)		1.2e-20 (3 hits)	1.3e-44 (4 hits)		3.8e-41 (5 hits)	5.5e-63 (4 hits)	1.6e-32 (4 hits)	1.6e-32 (5 hits)	1.2e-57 (5 hits)	1.3e-60 (3 hits)	4.2e-29 (3 hits)	7e-60 (3 hits)	7e-38 (4 hits)	5.6e-63 (2 hits)
NCVOG0493				2.4e-10 (1 hits)																																												
NCVOG0496										6.2e-17 (12 hits)	9.1e-12 (10 hits)		1.9e-20 (26 hits)		2.4e-14 (3 hits)			1e-12 (8 hits)				1.6e-09 (5 hits)					1e-09 (2 hits)	7.5e-21 (74 hits)	2e-13 (11 hits)		1.4e-18 (2 hits)	6.2e-12 (5 hits)	3.3e-10 (4 hits)				5.8e-10 (2 hits)				6.1e-11 (6 hits)	5.9e-11 (6 hits)		2.9e-21 (34 hits)	4.9e-13 (8 hits)		1.9e-09 (8 hits)	3.1e-09 (4 hits)
NCVOG0503																				3.3e-80 (7 hits)																												
NCVOG0505				4.9e-14 (3 hits)																																												
NCVOG0522	6.3e-25 (2 hits)		7.4e-20 (1 hits)		7.9e-09 (1 hits)	4.8e-09 (1 hits)			1.2e-20 (1 hits)	1.7e-16 (1 hits)			1.7e-16 (1 hits)	4.4e-21 (2 hits)	3.8e-19 (1 hits)	8.4e-18 (2 hits)		5.2e-20 (1 hits)	1.6e-17 (1 hits)	7.6e-19 (1 hits)		7.7e-17 (1 hits)		1.4e-21 (1 hits)	1.9e-17 (1 hits)	2e-17 (1 hits)		5.8e-19 (3 hits)	6.5e-17 (1 hits)	1.2e-17 (1 hits)	2e-12 (1 hits)	1.1e-19 (1 hits)		4e-22 (2 hits)		3.5e-17 (1 hits)				6.2e-22 (1 hits)	6.8e-18 (1 hits)	6.5e-18 (1 hits)	6.6e-19 (1 hits)	2.5e-19 (1 hits)	4.3e-17 (1 hits)	2.1e-19 (1 hits)		6.1e-17 (1 hits)
NCVOG0528	2.4e-16 (8 hits)		5.6e-46 (351 hits)					2.2e-30 (171 hits)	4.2e-26 (19 hits)	2.8e-34 (34 hits)	3.4e-21 (30 hits)	8e-11 (2 hits)	1.8e-48 (36 hits)	8.6e-16 (6 hits)		3.2e-16 (7 hits)		1.7e-25 (315 hits)	1.1e-14 (10 hits)		4.1e-23 (5 hits)	3.4e-18 (17 hits)	8.5e-12 (3 hits)	2.3e-12 (2 hits)		2e-16 (9 hits)	5.9e-11 (5 hits)	6.3e-23 (86 hits)	1.5e-50 (33 hits)	7.4e-25 (78 hits)	8.9e-12 (7 hits)	5.4e-22 (21 hits)	4.3e-23 (61 hits)	1.6e-11 (8 hits)	9.8e-13 (3 hits)	2.1e-39 (317 hits)	7.4e-11 (6 hits)		3.9e-23 (68 hits)	6.3e-19 (32 hits)	6.3e-23 (64 hits)	1.3e-22 (63 hits)	2e-14 (45 hits)	3.1e-30 (44 hits)	1.7e-14 (20 hits)	2.1e-11 (12 hits)	7.8e-22 (65 hits)	9e-33 (225 hits)
NCVOG0531	1.8e-18 (6 hits)	8.2e-31 (4 hits)	2.2e-20 (2 hits)	1.2e-50 (58 hits)	3.7e-15 (4 hits)	2.2e-15 (4 hits)	6e-30 (4 hits)	3.5e-23 (4 hits)	8e-41 (4 hits)	8.2e-19 (6 hits)	3.2e-41 (3 hits)		7.4e-19 (6 hits)	9.8e-18 (5 hits)	1.1e-16 (2 hits)	1.7e-14 (5 hits)	3.3e-42 (8 hits)	1.4e-18 (2 hits)	1.8e-42 (7 hits)	1.6e-18 (1 hits)	1.6e-11 (3 hits)	6.3e-19 (6 hits)	1.3e-11 (3 hits)	9.4e-42 (6 hits)	1.6e-42 (7 hits)	2.1e-42 (8 hits)	3.6e-27 (7 hits)	2.2e-34 (9 hits)	7.2e-29 (8 hits)	8.7e-23 (5 hits)	1e-50 (9 hits)	2.1e-18 (3 hits)	3e-18 (1 hits)	4.6e-21 (1 hits)	1.5e-18 (3 hits)	1.8e-20 (3 hits)	2.5e-39 (5 hits)		2.1e-24 (4 hits)	1.6e-17 (2 hits)	6e-20 (5 hits)	5.8e-20 (5 hits)	1.2e-17 (2 hits)	1.1e-29 (3 hits)	2.4e-41 (3 hits)	1.4e-16 (3 hits)	5.3e-18 (3 hits)	3e-10 (2 hits)
NCVOG0541	2.3e-20 (2 hits)		2.2e-17 (2 hits)	1.6e-12 (1 hits)				3.9e-15 (2 hits)	1.2e-32 (1 hits)	2e-24 (1 hits)	2.3e-13 (2 hits)		2.1e-24 (1 hits)	9e-19 (3 hits)		2.9e-24 (4 hits)	2.7e-32 (2 hits)	8.9e-33 (1 hits)	4.4e-29 (2 hits)	6.9e-27 (2 hits)		6.3e-17 (3 hits)		6.8e-30 (2 hits)	1e-28 (2 hits)	2e-29 (3 hits)		1.6e-31 (4 hits)	7.9e-35 (1 hits)	4.4e-18 (2 hits)	1.3e-34 (2 hits)	7.3e-35 (2 hits)	1.8e-39 (1 hits)	6e-29 (2 hits)	1.4e-28 (1 hits)	9.4e-11 (2 hits)	1.6e-13 (2 hits)		3e-19 (1 hits)	1.1e-22 (4 hits)	7e-18 (1 hits)	4.4e-17 (1 hits)	6.9e-37 (2 hits)	1.7e-21 (2 hits)	3.6e-13 (3 hits)	1.4e-38 (1 hits)	2.9e-15 (2 hits)	1.5e-26 (1 hits)
NCVOG0542			1.4e-25 (3 hits)						7.8e-10 (2 hits)		1.1e-17 (2 hits)											6e-23 (2 hits)											2.7e-09 (1 hits)												1.7e-18 (1 hits)			
NCVOG0546	2.9e-09 (9 hits)	4.6e-11 (14 hits)	3.2e-09 (3 hits)	1.9e-11 (26 hits)	6.7e-12 (18 hits)	2.8e-11 (23 hits)	1.3e-10 (19 hits)	7e-12 (15 hits)	2.3e-11 (4 hits)	9.6e-12 (13 hits)	5.6e-11 (5 hits)		1e-11 (13 hits)	2.6e-12 (5 hits)	4.4e-12 (4 hits)	7.6e-09 (2 hits)	1e-13 (4 hits)		1e-12 (9 hits)	8.1e-18 (4 hits)	8.3e-11 (3 hits)	1.7e-09 (4 hits)	6.7e-11 (3 hits)	4.5e-14 (8 hits)	5.7e-14 (10 hits)	3.5e-14 (7 hits)	3.9e-17 (13 hits)	5.8e-22 (38 hits)	9.1e-16 (22 hits)	2.5e-18 (17 hits)	7.4e-12 (2 hits)		1.4e-12 (3 hits)	1.1e-09 (1 hits)	5.7e-10 (3 hits)	1.3e-13 (3 hits)	9.9e-19 (14 hits)		3.4e-21 (18 hits)	3.2e-09 (3 hits)	4.4e-21 (25 hits)	2.6e-17 (25 hits)	1.6e-13 (5 hits)		4.7e-11 (5 hits)		1e-20 (18 hits)	
NCVOG0547	6.8e-09 (6 hits)																																															
NCVOG0561				3.3e-17 (10 hits)																																												
NCVOG0562	4.6e-14 (1 hits)			1.2e-20 (8 hits)				4e-09 (1 hits)						2e-14 (1 hits)			3.7e-11 (1 hits)	3e-15 (1 hits)	8.5e-12 (1 hits)			1.1e-09 (1 hits)		5.2e-10 (1 hits)	9.2e-12 (1 hits)	3.7e-15 (1 hits)		5.6e-14 (1 hits)	3.6e-13 (1 hits)		3e-24 (1 hits)	1e-11 (2 hits)		1.3e-13 (1 hits)	3e-10 (1 hits)					7.7e-12 (1 hits)								
NCVOG0564		3.1e-12 (1 hits)																									1.6e-10 (1 hits)	1.2e-09 (1 hits)	1.8e-09 (1 hits)	2.4e-11 (1 hits)							1.5e-10 (1 hits)		7.5e-12 (1 hits)		3.8e-11 (1 hits)	3.7e-11 (1 hits)					1.4e-12 (1 hits)	
NCVOG0594		2.1e-26 (2 hits)																																										7.9e-28 (9 hits)				
NCVOG0598				6.7e-16 (4 hits)																																												
NCVOG0599				7.6e-09 (1 hits)																																												
NCVOG0603	4.7e-22 (2 hits)		1.2e-24 (1 hits)	4.4e-45 (9 hits)	9.8e-43 (1 hits)	5.9e-43 (1 hits)	1.3e-15 (3 hits)	2.4e-17 (2 hits)	4.8e-35 (3 hits)					5.3e-23 (2 hits)	2.6e-09 (1 hits)	5.4e-23 (1 hits)	8.2e-93 (4 hits)	2.1e-18 (1 hits)	6e-15 (4 hits)	2.9e-36 (3 hits)	1.9e-14 (1 hits)		1.5e-14 (1 hits)	9.6e-18 (2 hits)	6.7e-15 (4 hits)	2.7e-15 (4 hits)	2.2e-29 (2 hits)	7.6e-103 (3 hits)	3.7e-74 (2 hits)	2.4e-22 (1 hits)	5e-45 (6 hits)	8.1e-22 (3 hits)	3.6e-10 (1 hits)		7.6e-17 (1 hits)		3.8e-29 (3 hits)		4.6e-27 (2 hits)	2.6e-09 (1 hits)	4.4e-27 (1 hits)	4.3e-27 (1 hits)	4.7e-27 (3 hits)	1e-23 (3 hits)		1.1e-12 (2 hits)	1.9e-15 (3 hits)	4.4e-14 (3 hits)
NCVOG0613	9e-23 (5 hits)	4.2e-28 (5 hits)	1.2e-12 (12 hits)	1.9e-23 (10 hits)	6.7e-24 (4 hits)	4e-24 (4 hits)	2e-27 (6 hits)	1.8e-10 (1 hits)	1.2e-26 (9 hits)	2.9e-22 (3 hits)	1.1e-17 (5 hits)		3e-22 (3 hits)	1.4e-22 (4 hits)	3.9e-22 (3 hits)	3.6e-17 (3 hits)	9.7e-41 (9 hits)	1.7e-20 (2 hits)	2.3e-38 (8 hits)				2.8e-12 (1 hits)	1.4e-30 (7 hits)	3.4e-41 (10 hits)	1.4e-49 (9 hits)	1.6e-16 (3 hits)	1.9e-31 (11 hits)	2.2e-23 (6 hits)	1.2e-23 (6 hits)	1.2e-66 (6 hits)	1.1e-35 (7 hits)	4.5e-19 (9 hits)	2.3e-16 (1 hits)	1.6e-15 (2 hits)	1.5e-15 (2 hits)	8.2e-17 (3 hits)		7e-25 (6 hits)	9.2e-15 (3 hits)	3.7e-23 (6 hits)	3.6e-23 (6 hits)	1.1e-22 (5 hits)	7.2e-12 (4 hits)	8e-16 (4 hits)		5.6e-23 (6 hits)	2.9e-10 (2 hits)
NCVOG0620				1.6e-17 (4 hits)				2e-12 (1 hits)		7.7e-13 (1 hits)	2.5e-10 (2 hits)		8.4e-13 (1 hits)					1e-15 (1 hits)																	7.4e-09 (1 hits)				7.4e-13 (1 hits)					1.2e-09 (1 hits)	2.7e-11 (1 hits)		2.6e-13 (1 hits)	
NCVOG0621				5.3e-49 (2 hits)																	1.2e-18 (1 hits)		5.2e-18 (2 hits)												5.6e-29 (1 hits)													
NCVOG0632		5.5e-11 (1 hits)					2.6e-14 (2 hits)									4e-15 (1 hits)																												1.5e-13 (1 hits)				
NCVOG0635																		1.5e-09 (2 hits)						6.3e-11 (1 hits)				8.5e-09 (1 hits)	3.1e-10 (1 hits)		2.5e-09 (3 hits)																	
NCVOG0640				1.3e-10 (2 hits)																																												
NCVOG0641		2.6e-24 (3 hits)					2.3e-25 (6 hits)	7.5e-12 (1 hits)																																				3.3e-34 (8 hits)				
NCVOG0645							2.3e-10 (1 hits)																																									
NCVOG0651		2.8e-17 (1 hits)					1e-13 (1 hits)								1.5e-10 (1 hits)		3.9e-14 (2 hits)		4.3e-13 (2 hits)		4.1e-09 (1 hits)		3.3e-09 (1 hits)	2.1e-09 (1 hits)	1.5e-13 (2 hits)	4.7e-14 (2 hits)		5.1e-23 (1 hits)	1.1e-14 (1 hits)	8.8e-19 (1 hits)			6.3e-11 (1 hits)						2.1e-17 (2 hits)		7.1e-18 (2 hits)	6.8e-18 (2 hits)					1.3e-17 (1 hits)	3e-10 (2 hits)
NCVOG0652	7.7e-48 (16 hits)	8e-56 (4 hits)	3.3e-42 (13 hits)	1.6e-100 (42 hits)			1e-52 (10 hits)	4.4e-17 (8 hits)	1.4e-49 (6 hits)	4.7e-29 (5 hits)	2.6e-30 (12 hits)		4.9e-29 (5 hits)	5.2e-29 (13 hits)	2.1e-13 (1 hits)	1.7e-32 (8 hits)	4.6e-32 (8 hits)	8.6e-12 (1 hits)	3.1e-48 (9 hits)	1.6e-32 (3 hits)		1.4e-33 (9 hits)		5.4e-39 (9 hits)	3.6e-48 (8 hits)	8.7e-48 (8 hits)	2.5e-20 (5 hits)	1.9e-64 (23 hits)	1.7e-62 (3 hits)	4.1e-41 (13 hits)	4.6e-93 (19 hits)	5.2e-53 (3 hits)	8.3e-38 (3 hits)		4.1e-57 (8 hits)	2.6e-52 (1 hits)	2.1e-21 (5 hits)		2e-60 (12 hits)	1.2e-21 (1 hits)	2.7e-132 (7 hits)	5e-89 (8 hits)	2.1e-34 (3 hits)	4.8e-59 (4 hits)	1.8e-31 (15 hits)	3e-15 (2 hits)	5.3e-82 (8 hits)	1.5e-17 (4 hits)
NCVOG0663	3.6e-52 (8 hits)	4.5e-34 (2 hits)	9.2e-26 (3 hits)	1.9e-68 (12 hits)	2.8e-49 (1 hits)	1.7e-49 (1 hits)	6.5e-43 (4 hits)	2.8e-61 (7 hits)	1.4e-23 (3 hits)		5.9e-57 (15 hits)			3.4e-57 (2 hits)	3.4e-28 (1 hits)	9.7e-64 (5 hits)	8.5e-68 (5 hits)	4.3e-21 (1 hits)	1.7e-27 (4 hits)	2.7e-25 (3 hits)	6.6e-17 (1 hits)	1e-68 (7 hits)	8.1e-17 (2 hits)	6.3e-46 (4 hits)	8e-60 (5 hits)	2.5e-56 (5 hits)	2.6e-45 (10 hits)	1.8e-72 (17 hits)	1.5e-36 (4 hits)	8.7e-82 (12 hits)		2.3e-24 (1 hits)	1.8e-29 (2 hits)		4e-65 (7 hits)	3.2e-29 (7 hits)	7.4e-73 (7 hits)		8.2e-82 (17 hits)	2.4e-18 (1 hits)	4e-75 (15 hits)	3.7e-77 (16 hits)	5.3e-30 (1 hits)	2.6e-24 (3 hits)	1.2e-66 (15 hits)	1.1e-25 (1 hits)	1.9e-82 (15 hits)	3.9e-21 (1 hits)
NCVOG0669	2.3e-31 (22 hits)	2e-38 (50 hits)	4.7e-36 (55 hits)	7.5e-43 (6 hits)	1e-13 (2 hits)	6.3e-14 (2 hits)	1.4e-39 (78 hits)	1.2e-33 (31 hits)	5.6e-29 (9 hits)	3.7e-28 (19 hits)	5.3e-31 (46 hits)		4.1e-28 (19 hits)	6.1e-32 (21 hits)	3e-27 (9 hits)	2.7e-32 (17 hits)	7.9e-35 (9 hits)	1.3e-41 (14 hits)	4.8e-34 (6 hits)	3.2e-29 (24 hits)	1.5e-20 (9 hits)	1.9e-27 (17 hits)	1.2e-20 (10 hits)	4.6e-34 (6 hits)	1e-34 (9 hits)	1.5e-34 (8 hits)	1.3e-41 (15 hits)	4.4e-43 (46 hits)	1e-44 (7 hits)	5.2e-31 (18 hits)	1.2e-40 (24 hits)	1.8e-34 (21 hits)	1.6e-38 (13 hits)	2.6e-13 (8 hits)	1.7e-36 (36 hits)	8.1e-35 (15 hits)	3.8e-41 (16 hits)		5.4e-32 (21 hits)	4.1e-37 (29 hits)	6.2e-29 (20 hits)	5.9e-29 (19 hits)	7.4e-36 (20 hits)	6.4e-34 (12 hits)	1.6e-38 (41 hits)	7.8e-35 (17 hits)	1.5e-33 (22 hits)	1e-25 (8 hits)
NCVOG0670	1.9e-17 (7 hits)	1.8e-21 (17 hits)	7e-18 (19 hits)	2.4e-24 (2 hits)			1.7e-22 (22 hits)	8.4e-19 (9 hits)	1e-15 (2 hits)	3.4e-20 (8 hits)	2.1e-26 (14 hits)		1.9e-20 (8 hits)	2e-17 (10 hits)	6.2e-15 (5 hits)	6.5e-20 (5 hits)	8.2e-18 (5 hits)	1.9e-20 (9 hits)	7.6e-18 (3 hits)	5.4e-17 (6 hits)	7.2e-11 (1 hits)	4.8e-18 (9 hits)	5.8e-11 (1 hits)	6.2e-20 (2 hits)	5.2e-17 (5 hits)	1.6e-17 (3 hits)	2.8e-21 (5 hits)	3.1e-20 (22 hits)	2e-22 (5 hits)	6.7e-18 (5 hits)	1.3e-19 (9 hits)	7.8e-18 (5 hits)	2.8e-24 (8 hits)		8.4e-23 (10 hits)	6.2e-11 (3 hits)	9.1e-22 (7 hits)		1.3e-17 (7 hits)	5.1e-21 (11 hits)	3.6e-14 (6 hits)	3.5e-14 (6 hits)	7.6e-20 (11 hits)	2e-09 (1 hits)	3.9e-23 (15 hits)	1.3e-18 (10 hits)	1.9e-13 (8 hits)	1.9e-12 (3 hits)
NCVOG0676								9.2e-11 (3 hits)			3.9e-11 (7 hits)							1.5e-12 (3 hits)		1.1e-14 (3 hits)		1.7e-13 (8 hits)			4.7e-09 (2 hits)	3.7e-09 (2 hits)		9.6e-09 (3 hits)		8.4e-13 (3 hits)	9.2e-10 (3 hits)		7.4e-10 (4 hits)		1.7e-10 (3 hits)				3.6e-12 (5 hits)		3.9e-11 (4 hits)	2.3e-11 (4 hits)			4.2e-10 (6 hits)	5.2e-10 (3 hits)	2.5e-12 (5 hits)	
NCVOG0677								2.1e-09 (3 hits)										3e-11 (3 hits)				9.2e-09 (3 hits)									3.1e-09 (3 hits)																	
NCVOG0684			2.8e-10 (20 hits)					5.5e-10 (5 hits)		4.2e-15 (13 hits)			3.2e-15 (25 hits)																5.3e-10 (4 hits)	1.1e-12 (11 hits)						4e-16 (9 hits)			1.1e-11 (10 hits)		1.1e-10 (15 hits)	1e-10 (9 hits)		1.2e-16 (9 hits)			4.2e-12 (7 hits)	7.7e-10 (4 hits)
NCVOG0699	7.5e-31 (36 hits)	2e-19 (12 hits)	9.9e-162 (665 hits)	1.2e-11 (4 hits)	5.5e-11 (2 hits)		2.2e-18 (5 hits)	3.6e-67 (315 hits)	4.7e-53 (37 hits)	1.8e-115 (135 hits)	1e-71 (223 hits)	1.9e-19 (1 hits)	1.6e-151 (127 hits)	1.6e-30 (35 hits)	5.3e-34 (106 hits)	9.4e-32 (40 hits)	1.3e-26 (23 hits)	1.9e-76 (534 hits)	4.8e-31 (36 hits)	5.2e-33 (132 hits)	1.1e-54 (10 hits)	4.3e-45 (105 hits)	1.6e-23 (15 hits)	3.2e-25 (17 hits)	2.1e-29 (27 hits)	1.7e-46 (31 hits)	2.7e-32 (26 hits)	4.3e-40 (168 hits)	9.4e-148 (53 hits)	1.5e-57 (113 hits)	4.1e-43 (79 hits)	1.7e-97 (720 hits)	2e-87 (464 hits)	1.8e-45 (141 hits)	1.6e-38 (43 hits)	1.1e-70 (320 hits)	4.1e-33 (33 hits)	1e-15 (1 hits)	1.4e-51 (113 hits)	1.6e-35 (94 hits)	3.3e-38 (130 hits)	4.3e-49 (123 hits)	5.1e-27 (208 hits)	7.7e-106 (180 hits)	1.2e-60 (146 hits)	5.1e-46 (86 hits)	7.2e-64 (107 hits)	1.4e-91 (609 hits)
NCVOG0706				3.6e-22 (1 hits)																				5.1e-15 (1 hits)																			2.7e-49 (2 hits)					
NCVOG0710	8.6e-13 (26 hits)	4.4e-09 (3 hits)	7.3e-191 (787 hits)	2.9e-13 (9 hits)	1.1e-13 (2 hits)		6.5e-09 (3 hits)	2.3e-46 (184 hits)	1.8e-20 (33 hits)	1.2e-121 (106 hits)	1.2e-127 (146 hits)	1.8e-16 (2 hits)	1.5e-138 (110 hits)	3e-13 (20 hits)	1.2e-30 (86 hits)	1.3e-12 (20 hits)	7.1e-16 (19 hits)	7e-63 (143 hits)	5.5e-19 (22 hits)	2.6e-35 (118 hits)	2.4e-21 (6 hits)	1.7e-45 (75 hits)	2e-21 (6 hits)	9e-12 (6 hits)	1.1e-18 (18 hits)	1.1e-19 (14 hits)	2.6e-22 (11 hits)	2.9e-23 (137 hits)	1e-101 (54 hits)	1.7e-18 (100 hits)	1.6e-22 (64 hits)	4.3e-85 (636 hits)	1.3e-54 (442 hits)	2e-33 (134 hits)	2.6e-28 (19 hits)	1.7e-21 (49 hits)	4.2e-25 (14 hits)		1.5e-24 (144 hits)	4.8e-15 (15 hits)	6.9e-23 (78 hits)	4.2e-23 (76 hits)	4e-16 (9 hits)	4.5e-80 (162 hits)	1.2e-64 (103 hits)	4.1e-28 (44 hits)	6.6e-19 (113 hits)	2e-65 (643 hits)
NCVOG0711					5.4e-09 (1 hits)	3.3e-09 (1 hits)														1.5e-10 (2 hits)								1.2e-16 (1 hits)	8.9e-09 (2 hits)																			
NCVOG0717				1.1e-10 (1 hits)																											1.5e-09 (1 hits)																	
NCVOG0719	1.1e-13 (1 hits)	1.7e-29 (5 hits)	4.6e-53 (7 hits)	3.1e-42 (15 hits)	4.8e-23 (3 hits)	2.9e-23 (4 hits)	2.5e-27 (9 hits)	1e-41 (7 hits)	7.1e-29 (3 hits)	1.5e-10 (2 hits)	1.9e-38 (6 hits)				8.2e-28 (2 hits)	4.9e-14 (1 hits)	1.7e-27 (3 hits)	9.7e-16 (1 hits)	2.2e-27 (4 hits)		7.9e-21 (4 hits)		8.7e-21 (4 hits)	3.5e-21 (3 hits)	2.7e-28 (3 hits)	5.9e-28 (4 hits)	8.4e-32 (5 hits)	1.9e-37 (4 hits)	3.9e-34 (1 hits)	1.7e-23 (5 hits)	4.6e-36 (2 hits)	1.1e-18 (2 hits)	5.8e-29 (1 hits)	1.1e-12 (4 hits)	7.8e-20 (3 hits)		2.6e-44 (3 hits)		3e-36 (3 hits)	4.4e-12 (1 hits)	3.4e-28 (3 hits)	3.2e-28 (4 hits)	5.5e-24 (3 hits)	1.2e-29 (4 hits)	1.9e-32 (7 hits)	1.1e-17 (1 hits)	6.1e-18 (6 hits)	3.5e-20 (1 hits)
NCVOG0720	5.8e-19 (2 hits)		1.6e-39 (1 hits)	3.4e-43 (3 hits)				6.3e-24 (2 hits)	5.7e-37 (1 hits)	9.3e-23 (1 hits)	5.6e-12 (3 hits)		9.6e-23 (1 hits)	9.3e-21 (2 hits)		3.8e-13 (1 hits)	3.4e-42 (2 hits)		9.8e-33 (1 hits)			1.3e-13 (2 hits)		9.7e-40 (1 hits)	8.8e-41 (1 hits)	3.9e-42 (1 hits)	5.3e-23 (1 hits)	6.5e-17 (1 hits)	9.7e-23 (1 hits)	5.4e-10 (2 hits)	1.8e-38 (2 hits)			2.8e-34 (1 hits)	5e-20 (1 hits)		6.5e-23 (1 hits)			3.2e-29 (1 hits)	1.4e-10 (1 hits)	1.3e-10 (1 hits)	1e-08 (1 hits)		2.6e-17 (2 hits)		6.7e-09 (1 hits)	
NCVOG0723																	2e-09 (2 hits)		9.3e-09 (1 hits)					3.3e-09 (1 hits)	5.8e-09 (1 hits)				2.3e-09 (1 hits)	6.5e-13 (4 hits)				2.2e-10 (1 hits)					5.1e-13 (6 hits)		5.3e-14 (5 hits)	5.2e-14 (5 hits)					6.4e-14 (5 hits)	
NCVOG0727																																				8.7e-22 (2 hits)												
NCVOG0728		8.8e-09 (1 hits)	1e-33 (4 hits)	5.8e-12 (2 hits)					1.3e-09 (8 hits)										2.7e-20 (10 hits)		1.6e-16 (3 hits)	3.2e-10 (4 hits)	1.3e-16 (4 hits)	8.2e-17 (14 hits)	1.4e-09 (3 hits)	2.2e-17 (15 hits)		1e-17 (1 hits)	2.8e-12 (3 hits)	2e-12 (7 hits)	4.1e-09 (2 hits)								1.7e-12 (11 hits)		7.6e-15 (17 hits)	7.4e-15 (17 hits)				8.2e-09 (2 hits)	2.4e-12 (13 hits)	
NCVOG0729	1.1e-21 (3 hits)	1.5e-144 (1 hits)	3e-20 (2 hits)	5.6e-95 (19 hits)	2.4e-88 (1 hits)	5.9e-80 (1 hits)	6.4e-85 (7 hits)	2.8e-20 (1 hits)	2.1e-21 (2 hits)	9.5e-21 (2 hits)	3.6e-32 (4 hits)		9.9e-21 (2 hits)	6.9e-22 (3 hits)	2.4e-23 (1 hits)	3.6e-53 (2 hits)	3.8e-31 (2 hits)	1.7e-30 (2 hits)	1.6e-30 (1 hits)	5.4e-39 (5 hits)		6.4e-16 (1 hits)		1.6e-41 (4 hits)	4.3e-22 (1 hits)	1.8e-30 (1 hits)	1.8e-32 (5 hits)	1.7e-81 (5 hits)	2.4e-136 (3 hits)	3e-46 (5 hits)	2.5e-35 (4 hits)	1.3e-30 (2 hits)	6.7e-17 (2 hits)	9.4e-17 (1 hits)	2.3e-31 (2 hits)	6.9e-26 (2 hits)	2.4e-41 (3 hits)		2.9e-46 (3 hits)	4.8e-23 (1 hits)	6.4e-46 (3 hits)	6.2e-46 (3 hits)	2.4e-28 (2 hits)	2.6e-17 (1 hits)	4.1e-37 (3 hits)	2.7e-29 (1 hits)	1.1e-38 (4 hits)	7.9e-16 (2 hits)
NCVOG0733									5.5e-09 (1 hits)								2.7e-11 (1 hits)		7.3e-10 (1 hits)					1.2e-11 (1 hits)	1.2e-09 (1 hits)	1.2e-09 (1 hits)			9.6e-15 (1 hits)																			4.1e-12 (1 hits)
